Employee ID,Name,Role,Department,Monthly Salary (EGP),Source,Referral Bonus,Referred By Name
EG-EMP-1887,Omar Ibrahim,DevOps,Engineering,43667,LinkedIn,0,
EG-EMP-1888,Khaled Ali,HR Specialist,Sales/HR,37875,Direct,0,
EG-EMP-1889,Laila Said,Backend Dev,Engineering,42638,Recruiter,0,
EG-EMP-1890,Salma Ali,Senior Dev,Engineering,134756,Direct,0,
EG-EMP-1891,Dina Soliman,ML Engineer,Data Science,64542,Employee Referral,10000,Tarek Reda
EG-EMP-1892,Mostafa Hassan,ML Engineer,Data Science,59461,Employee Referral,10000,Salma Soliman
EG-EMP-1893,Kareem Ali,Backend Dev,Engineering,53437,Employee Referral,10000,Yasmine Reda
EG-EMP-1894,Mariam Mahmoud,HR Manager,Sales/HR,73255,Employee Referral,22759,Youssef Khalil
EG-EMP-1895,Mostafa Reda,Backend Dev,Engineering,56132,Direct,0,
EG-EMP-1896,Hoda Ali,Sales Executive,Sales/HR,64690,Employee Referral,10000,Salma Farid
EG-EMP-1897,Hoda Mahmoud,Tech Lead,Engineering,80328,LinkedIn,0,
EG-EMP-1898,Ahmed Soliman,Account Manager,Sales/HR,114539,Employee Referral,19897,Kareem Mahmoud
EG-EMP-1899,Hoda Reda,Data Scientist,Data Science,50678,Employee Referral,10000,Ahmed Soliman
EG-EMP-1900,Omar Mansour,HR Manager,Sales/HR,139664,Employee Referral,23552,Khaled Ali
EG-EMP-1901,Yasmine Mahmoud,Tech Lead,Engineering,126071,Direct,0,
EG-EMP-1902,Dina Hassan,HR Manager,Sales/HR,88108,Employee Referral,20504,Laila Soliman
EG-EMP-1903,Nour Mahmoud,Senior Dev,Engineering,128851,LinkedIn,0,
EG-EMP-1904,Dina Farid,Sales Executive,Sales/HR,41679,Employee Referral,10000,Yasmine Farid
EG-EMP-1905,Kareem Hassan,HR Manager,Sales/HR,93456,Employee Referral,20303,Laila Said
EG-EMP-1906,Salma Said,Sales Executive,Sales/HR,53297,Recruiter,0,
EG-EMP-1907,Hoda Soliman,Senior Dev,Engineering,78845,LinkedIn,0,
EG-EMP-1908,Hoda Said,Account Manager,Sales/HR,120872,Recruiter,0,
EG-EMP-1909,Laila Reda,Junior Dev,Engineering,29442,LinkedIn,0,
EG-EMP-1910,Salma Ali,HR Specialist,Sales/HR,42506,LinkedIn,0,
EG-EMP-1911,Mostafa Mahmoud,QA Engineer,Engineering,60899,Employee Referral,10000,Laila Mahmoud
EG-EMP-1912,Youssef Ali,Account Manager,Sales/HR,139745,Direct,0,
EG-EMP-1913,Yasmine Farid,Frontend Dev,Engineering,61629,Employee Referral,10000,Nour Mahmoud
EG-EMP-1914,Youssef Mansour,HR Manager,Sales/HR,99483,Employee Referral,23840,Mostafa Mahmoud
EG-EMP-1915,Laila Said,Tech Lead,Engineering,88576,LinkedIn,0,
EG-EMP-1916,Tarek Mahmoud,Sales Executive,Sales/HR,38814,LinkedIn,0,
EG-EMP-1917,Hoda Reda,Data Scientist,Data Science,62286,Employee Referral,10000,Youssef Khalil
EG-EMP-1918,Ahmed Said,Data Analyst,Data Science,40251,Employee Referral,10000,Khaled Ali
EG-EMP-1919,Mariam Mahmoud,DevOps,Engineering,64573,Employee Referral,10000,Laila Ali
EG-EMP-1920,Omar Farid,Senior Dev,Engineering,72019,Direct,0,
EG-EMP-1921,Nour Hassan,Backend Dev,Engineering,45736,LinkedIn,0,
EG-EMP-1922,Hoda Ibrahim,Data Scientist,Data Science,64758,Employee Referral,10000,Mostafa Khalil
EG-EMP-1923,Salma Soliman,ML Engineer,Data Science,53923,Recruiter,0,
EG-EMP-1924,Mariam Ali,Junior Dev,Engineering,31684,Employee Referral,5000,Mostafa Mahmoud
EG-EMP-1925,Dina Hassan,ML Engineer,Data Science,40474,Employee Referral,10000,Tarek Soliman
EG-EMP-1926,Omar Farid,QA Engineer,Engineering,55192,Employee Referral,10000,Dina Soliman
EG-EMP-1927,Salma Khalil,Account Manager,Sales/HR,113212,Employee Referral,20861,Tarek Ibrahim
EG-EMP-1928,Mostafa Reda,HR Specialist,Sales/HR,57529,Employee Referral,10000,Dina Mahmoud
EG-EMP-1929,Nour Ali,ML Engineer,Data Science,41331,LinkedIn,0,
EG-EMP-1930,Mostafa Farid,Backend Dev,Engineering,49388,LinkedIn,0,
EG-EMP-1931,Tarek Said,Data Analyst,Data Science,45897,Recruiter,0,
EG-EMP-1932,Kareem Soliman,Data Analyst,Data Science,64749,Employee Referral,10000,Kareem Farid
EG-EMP-1933,Dina Reda,Junior Dev,Engineering,26891,Recruiter,0,
EG-EMP-1934,Dina Reda,HR Specialist,Sales/HR,52934,Employee Referral,10000,Laila Reda
EG-EMP-1935,Nour Farid,Senior Dev,Engineering,100558,Direct,0,
EG-EMP-1936,Laila Mansour,Senior Dev,Engineering,74548,Employee Referral,22074,Khaled Said
EG-EMP-1937,Youssef Farid,HR Manager,Sales/HR,96978,Employee Referral,18312,Dina Reda
EG-EMP-1938,Yasmine Mahmoud,HR Manager,Sales/HR,117207,Employee Referral,17816,Tarek Soliman
EG-EMP-1939,Ahmed Soliman,Sales Executive,Sales/HR,46685,Recruiter,0,
EG-EMP-1940,Khaled Soliman,HR Manager,Sales/HR,127729,LinkedIn,0,
EG-EMP-1941,Salma Mahmoud,Data Scientist,Data Science,60011,Employee Referral,10000,Omar Soliman
EG-EMP-1942,Dina Reda,ML Engineer,Data Science,53759,Employee Referral,10000,Tarek Mansour
EG-EMP-1943,Hoda Mansour,HR Specialist,Sales/HR,63023,Direct,0,
EG-EMP-1944,Mostafa Soliman,Sales Executive,Sales/HR,38725,Employee Referral,10000,Kareem Reda
EG-EMP-1945,Mariam Farid,Sales Executive,Sales/HR,57551,LinkedIn,0,
EG-EMP-1946,Salma Ali,ML Engineer,Data Science,61438,LinkedIn,0,
EG-EMP-1947,Mariam Ali,QA Engineer,Engineering,52983,Employee Referral,10000,Dina Ali
EG-EMP-1948,Laila Khalil,Frontend Dev,Engineering,39227,Recruiter,0,
EG-EMP-1949,Laila Soliman,HR Specialist,Sales/HR,58771,Employee Referral,10000,Ahmed Soliman
EG-EMP-1950,Mostafa Khalil,Tech Lead,Engineering,133551,Employee Referral,24206,Dina Mahmoud
EG-EMP-1951,Tarek Hassan,ML Engineer,Data Science,35204,Direct,0,
EG-EMP-1952,Ahmed Mahmoud,Sales Executive,Sales/HR,51570,Employee Referral,10000,Dina Hassan
EG-EMP-1953,Kareem Ibrahim,QA Engineer,Engineering,57370,Recruiter,0,
EG-EMP-1954,Youssef Reda,Data Analyst,Data Science,62473,Employee Referral,10000,Kareem Ali
EG-EMP-1955,Yasmine Farid,Junior Dev,Engineering,26473,Employee Referral,5000,Mostafa Soliman
EG-EMP-1956,Youssef Farid,Data Analyst,Data Science,64268,Employee Referral,10000,Mostafa Mansour
EG-EMP-1957,Youssef Mahmoud,HR Manager,Sales/HR,109837,Recruiter,0,
EG-EMP-1958,Hoda Hassan,QA Engineer,Engineering,59823,Employee Referral,10000,Tarek Ali
EG-EMP-1959,Dina Mahmoud,Account Manager,Sales/HR,102273,Employee Referral,16770,Nour Mansour
EG-EMP-1960,Omar Khalil,ML Engineer,Data Science,56130,Employee Referral,10000,Nour Hassan
EG-EMP-1961,Yasmine Mahmoud,Data Analyst,Data Science,38286,Direct,0,
EG-EMP-1962,Mariam Mansour,ML Engineer,Data Science,57728,Direct,0,
EG-EMP-1963,Laila Farid,Tech Lead,Engineering,134254,Direct,0,
EG-EMP-1964,Ahmed Soliman,Sales Executive,Sales/HR,46769,Direct,0,
EG-EMP-1965,Khaled Hassan,DevOps,Engineering,59834,LinkedIn,0,
EG-EMP-1966,Nour Hassan,Senior Dev,Engineering,105343,LinkedIn,0,
EG-EMP-1967,Youssef Farid,HR Specialist,Sales/HR,38184,Direct,0,
EG-EMP-1968,Kareem Farid,ML Engineer,Data Science,61764,LinkedIn,0,
EG-EMP-1969,Khaled Mahmoud,ML Engineer,Data Science,57720,Direct,0,
EG-EMP-1970,Nour Farid,Account Manager,Sales/HR,73175,LinkedIn,0,
EG-EMP-1971,Tarek Mahmoud,Frontend Dev,Engineering,43739,Employee Referral,10000,Yasmine Said
EG-EMP-1972,Ahmed Hassan,Account Manager,Sales/HR,113406,Employee Referral,22286,Youssef Ali
EG-EMP-1973,Nour Said,Account Manager,Sales/HR,125570,Recruiter,0,
EG-EMP-1974,Salma Reda,Account Manager,Sales/HR,108206,Employee Referral,17160,Omar Farid
EG-EMP-1975,Mostafa Reda,ML Engineer,Data Science,55307,Direct,0,
EG-EMP-1976,Salma Farid,Frontend Dev,Engineering,52492,LinkedIn,0,
EG-EMP-1977,Mariam Farid,Data Analyst,Data Science,52887,Employee Referral,10000,Yasmine Farid
EG-EMP-1978,Yasmine Hassan,Backend Dev,Engineering,59381,LinkedIn,0,
EG-EMP-1979,Nour Khalil,HR Manager,Sales/HR,71474,LinkedIn,0,
EG-EMP-1980,Omar Khalil,ML Engineer,Data Science,40944,Direct,0,
EG-EMP-1981,Omar Said,DevOps,Engineering,48577,Employee Referral,10000,Yasmine Said
EG-EMP-1982,Mariam Said,DevOps,Engineering,44386,Employee Referral,10000,Mostafa Khalil
EG-EMP-1983,Tarek Ali,HR Specialist,Sales/HR,49080,LinkedIn,0,
EG-EMP-1984,Nour Mansour,HR Manager,Sales/HR,76778,Direct,0,
EG-EMP-1985,Tarek Ibrahim,Tech Lead,Engineering,89473,Recruiter,0,
EG-EMP-1986,Omar Khalil,Sales Executive,Sales/HR,41156,Employee Referral,10000,Laila Hassan
EG-EMP-1987,Kareem Mansour,HR Specialist,Sales/HR,41686,Employee Referral,10000,Yasmine Farid
EG-EMP-1988,Mostafa Soliman,Data Analyst,Data Science,45914,LinkedIn,0,
EG-EMP-1989,Yasmine Reda,Tech Lead,Engineering,81183,LinkedIn,0,
EG-EMP-1990,Mariam Mansour,Sales Executive,Sales/HR,64977,LinkedIn,0,
EG-EMP-1991,Mostafa Ali,HR Manager,Sales/HR,130191,Employee Referral,16384,Nour Ali
EG-EMP-1992,Ahmed Mansour,Sales Executive,Sales/HR,60414,Employee Referral,10000,Salma Ibrahim
EG-EMP-1993,Dina Reda,Account Manager,Sales/HR,84639,Direct,0,
EG-EMP-1994,Ahmed Farid,HR Manager,Sales/HR,95010,Employee Referral,23233,Laila Ali
EG-EMP-1995,Mostafa Ibrahim,Data Analyst,Data Science,54449,Recruiter,0,
EG-EMP-1996,Nour Mansour,Sales Executive,Sales/HR,52829,Employee Referral,10000,Khaled Reda
EG-EMP-1997,Nour Soliman,Data Scientist,Data Science,42650,LinkedIn,0,
EG-EMP-1998,Omar Soliman,QA Engineer,Engineering,56900,LinkedIn,0,
EG-EMP-1999,Omar Hassan,Junior Dev,Engineering,30186,Employee Referral,5000,Omar Mansour
